"Date","Price","Open","High","Low","Vol.","Change %"
"08/01/2018","76,678","79,213","81,792","74,876","83.19M","-3.21%"
"07/01/2018","79,220","72,763","80,589","71,935","71.74M","8.88%"
"06/01/2018","72,763","76,779","78,892","69,069","96.20M","-5.20%"
"05/01/2018","76,754","86,111","86,678","75,337","99.40M","-10.87%"
"04/01/2018","86,116","85,365","87,179","82,762","66.97M","0.88%"
"03/01/2018","85,366","85,337","87,333","82,889","72.31M","0.01%"
"02/01/2018","85,354","84,913","88,318","79,690","73.81M","0.52%"
"01/01/2018","84,913","76,403","86,213","76,403","74.06M","11.14%"
"12/01/2017","76,402","71,955","76,437","71,356","56.34M","6.16%"
"11/01/2017","71,971","74,310","75,199","70,825","67.18M","-3.15%"
"10/01/2017","74,309","74,295","78,024","73,845","67.89M","0.02%"
"09/01/2017","74,294","70,848","76,420","70,846","71.06M","4.88%"
"08/01/2017","70,835","65,925","71,506","65,925","70.28M","7.46%"
"07/01/2017","65,920","62,901","66,048","62,035","55.45M","4.80%"
"06/01/2017","62,900","62,712","63,637","60,544","67.37M","0.30%"
"05/01/2017","62,712","65,404","68,792","60,315","89.45M","-4.12%"
"04/01/2017","65,403","64,989","66,211","62,826","56.79M","0.64%"
"03/01/2017","64,984","66,661","67,398","62,496","75.97M","-2.52%"
"02/01/2017","66,662","64,687","69,488","63,740","58.53M","3.08%"
"01/01/2017","64,671","60,227","66,594","59,371","61.92M","7.38%"
"12/01/2016","60,227","61,906","61,936","56,829","65.99M","-2.71%"
"11/01/2016","61,906","64,922","65,291","58,322","85.58M","-4.65%"
"10/01/2016","64,925","58,370","65,054","58,367","76.62M","11.23%"
"09/01/2016","58,367","57,902","60,311","56,459","70.19M","0.80%"
"08/01/2016","57,901","57,309","59,418","55,696","83.45M","1.03%"
"07/01/2016","57,308","51,540","57,474","50,825","77.32M","11.22%"
"06/01/2016","51,527","48,468","51,812","48,067","81.39M","6.30%"
"05/01/2016","48,472","53,910","54,113","48,292","81.20M","-10.09%"
"04/01/2016","53,911","50,054","54,978","47,874","91.67M","7.70%"
"03/01/2016","50,055","42,795","52,262","42,795","125.12M","16.97%"
"02/01/2016","42,794","40,397","43,601","38,596","71.70M","5.91%"
"01/01/2016","40,406","43,349","43,349","37,046","72.21M","-6.79%"
"12/01/2015","43,350","45,121","47,142","43,137","66.35M","-3.92%"
"11/01/2015","45,120","45,869","49,054","45,106","68.60M","-1.63%"
"10/01/2015","45,869","45,064","49,752","44,789","80.10M","1.80%"
"09/01/2015","45,059","46,625","49,396","43,767","81.48M","-3.36%"
"08/01/2015","46,626","50,867","50,867","42,749","73.39M","-8.33%"
"07/01/2015","50,865","53,081","53,456","48,624","66.97M","-4.17%"
"06/01/2015","53,081","52,753","54,361","52,548","63.04M","0.61%"
"05/01/2015","52,761","56,230","58,575","52,761","69.37M","-6.17%"
"04/01/2015","56,229","51,186","56,965","51,186","81.12M","9.93%"
"03/01/2015","51,150","51,580","52,319","47,905","79.89M","-0.84%"
"02/01/2015","51,583","46,934","52,457","46,760","65.31M","9.97%"
"01/01/2015","46,908","50,005","50,281","46,484","77.72M","-6.20%"
